Event Date,Start Time,End Time,Event Name,Event Description,Event Location,Admission
05/04/2000,9:00 a.m.,3:00 p.m.,Civil Service Blood Donor Campaign,Sin datos,Outdoor Empire State Plaza - Mosaic Area,Sin datos
05/03/2000,11:00 a.m.,2:00 p.m.,Outdoor Farmers' Market,Sin datos,Outdoor Empire State Plaza,Sin datos
05/02/2000,6:00 p.m.,Sin datos,16th Annual Albany Run for New York,Participants have a great chance of winning at least one of the many fabulous prizes by registering for the Albany Run for New York.  Runners will also be supporting tourism  the state's 2nd largest industry  and helping the New York State Hospitality & Tourism Association Education Foundation scholarship program.  Kicking off National and State Tourism Week  the Albany Run for New York signals the start of the outdoor tourism season while providing healthy exercise for the competitive runner and jogger alike.  Because of the generosity of tourism businesses all over New York state  there is a wide assortment of valuable prizes for finishing high up  or just participating in the event.  For information  call: (518) 273-5552.,Empire State Plaza,Fee
05/02/2000,10:00 a.m.,2:00 p.m.,Elder Abuse Awareness Day,Information Fair,North Lobby,Sin datos
05/01/2000,10:00 a.m.,2:00 p.m.,Elder Abuse Awareness Day,Information Fair,North Lobby,Sin datos
05/01/2000,8:00 a.m.,4:00 p.m.,Niagara Mohawk,Electric Safety Demonstrations,Outdoor Empire State Plaza - Mosaic Area,Sin datos
04/30/2000,12:00 p.m.,5:00 p.m.,Albany History Fair,The New York State Museum will host the Albany History Fair to benefit historic Cherry Hill.  Hear live music  learn about Albany history  have your art and antiques appraised (only $5.00 each)  and win prizes.,New York State Museum,Sin datos
04/28/2000,10:00 a.m.,3:00 p.m.,Craft Show by Audrey's Art  Ltd.,Craft Show,North Concourse,Sin datos
04/28/2000,11:30 a.m.,12:30 p.m.,Maple Hill Middle School Chorus Concert,School Performance,South Gallery,Sin datos
04/27/2000,10:00 a.m.,3:00 p.m.,Craft Show by Audrey's Art  Ltd.,Craft Show,North Concourse,Sin datos
04/27/2000,9:00 a.m.,3:00 p.m.,"Third Annual OGS ""Take Your Child To Work Day""",The Office of General Services has teamed up again with OGS Business Units to continue offering successful activities from the first two years of this event and enhance the program with some additional workshops.  This opportunity is for your children  aged 9 - 16  to learn about your work environment  career opportunities in State government and the unique array of professions and talent that OGS has to offer.,Empire State Plaza,Sin datos
04/26/2000,10:30 a.m.,2:00 p.m.,Empire State College Information Day,Information Booth,Concourse - Bus Turn,Sin datos
04/26/2000,10:00 a.m.,2:00 p.m.,To Your Health - Health and Fitness Fair 2000,"Come and visit for the ""Health"" of it!  Come participate in the 3rd annual ""To Your Health"" - Health and Fitness Fair 2000 at the Empire State Plaza.This event will feature information on: health awareness  fitness and exercise  health spas and resorts  healthy eating and cooking  alternative medicine and more.",South Concourse,Free
04/26/2000,10:00 a.m.,3:00 p.m.,Craft Show by Audrey's Art  Ltd.,Craft Show,North Concourse,Sin datos
04/26/2000,10:00 a.m.,2:00 p.m.,Kaplan Test Prep,Kaplan Test Prep Admissions Info Table,Bus Turn,Sin datos
04/25/2000,12:00 p.m.,Sin datos,Empire State Plaza Art Collection Spring Video Series,Sin datos,New York State Museum Theater,Free
04/25/2000,10:00 a.m.,2:00 p.m.,To Your Health - Health and Fitness Fair 2000,"Come and visit for the ""Health"" of it!  Come participate in the 3rd annual ""To Your Health"" - Health and Fitness Fair 2000 at the Empire State Plaza.This event will feature information on: health awareness  fitness and exercise  health spas and resorts  healthy eating and cooking  alternative medicine and more.",South Concourse,Free
04/21/2000,9:00 a.m.,4:00 p.m.,The Sight Society of Northeastern New York  Lions Eye Bank,Information Display and Poster Contest,North Lobby,Sin datos
04/20/2000,10:00 a.m.,3:00 p.m.,Craft Show by Northeast Show Promoters,Craft Show,North Concourse,Sin datos
04/20/2000,9:00 a.m.,4:00 p.m.,The Sight Society of Northeastern New York  Lions Eye Bank,Information Display and Poster Contest,North Lobby,Sin datos
04/19/2000,9:00 a.m.,4:00 p.m.,The Sight Society of Northeastern New York  Lions Eye Bank,Information Display and Poster Contest,North Lobby,Sin datos
04/19/2000,10:00 a.m.,3:00 p.m.,Craft Show by Northeast Show Promoters,Craft Show,North Concourse,Sin datos
04/19/2000,10:00 a.m.,2:00 p.m.,Kaplan Test Prep,Kaplan Test Prep Admissions Info Table,Bus Turn,Sin datos
04/18/2000,9:00 a.m.,4:00 p.m.,The Sight Society of Northeastern New York  Lions Eye Bank,Information Display and Poster Contest,North Lobby,Sin datos
04/18/2000,10:00 a.m.,3:00 p.m.,Craft Show by Northeast Show Promoters,Craft Show,North Concourse,Sin datos
04/18/2000,12:00 p.m.,Sin datos,Empire State Plaza Art Collection Spring Video Series,Sin datos,New York State Museum Theater,Free
04/17/2000,10:00 a.m.,2:00 p.m.,Juvenile Diabetes Sneaker Sale,Fundraiser,Concourse - Bus Turn,Sin datos
04/17/2000,9:00 a.m.,4:00 p.m.,The Sight Society of Northeastern New York  Lions Eye Bank,Information Display and Poster Contest,North Lobby,Sin datos
04/14/2000,10:00 a.m.,3:30 p.m.,Tax Assistance Information Booth,Tax information and assistance provided by members of the Tax Assistance Bureau.  Forms are also available.,North Lobby,Free
04/14/2000,10:00 a.m.,2:00 p.m.,Italianfesta,Our Italian salute combines one of the things the Italians really excel at - good food.  Pasta  Pizza and Pasta Fagoli are only three of the many dishes offered.  Stroll among the many craft vendors while listening to some authentic Italian entertainment.  Last year we got rave reviews on this event and 2000 should be even better!,South Concourse,Free
04/13/2000,10:00 a.m.,3:30 p.m.,Tax Assistance Information Booth,Tax information and assistance provided by members of the Tax Assistance Bureau.  Forms are also available.,North Lobby,Free
04/12/2000,10:00 a.m.,2:00 p.m.,Kaplan Test Prep,Kaplan Test Prep Admissions Info Table,Bus Turn,Sin datos
04/12/2000,11:30 a.m.,12:30 p.m.,Bethlehem Academy Concert Choir,School Performance,North Lobby,Sin datos
04/12/2000,10:00 a.m.,3:30 p.m.,Tax Assistance Information Booth,Tax information and assistance provided by members of the Tax Assistance Bureau.  Forms are also available.,North Lobby,Free
04/12/2000,10:30 a.m.,2:00 p.m.,Empire State College Information Day,Information Booth,Concourse - Bus Turn,Sin datos
04/11/2000,12:00 p.m.,Sin datos,Empire State Plaza Art Collection Spring Video Series,Sin datos,New York State Museum Theater,Free
04/11/2000,8:00 a.m.,4:00 p.m.,Empire State Forest Products Association,Information Booth,North Lobby,Sin datos
04/11/2000,8:00 a.m.,4:00 p.m.,New York State Auto Collision Technicians,Information Display,North Concourse,Sin datos
04/11/2000,8:30 a.m.,4:00 p.m.,The United New York Ambulance Network,Information Display,Outdoor Empire State Plaza,Sin datos
04/09/2000,11:00 a.m.,6:00 p.m.,Big Electronic Sale,Sin datos,Convention Center,Friday:  $5.00  Saturday & Sunday:  $6.00
04/08/2000,10:00 a.m.,8:00 p.m.,Big Electronic Sale,Sin datos,Convention Center,Friday:  $5.00  Saturday & Sunday:  $6.00
04/07/2000,12:00 p.m.,8:00 p.m.,Big Electronic Sale,Sin datos,Convention Center,Friday:  $5.00  Saturday & Sunday:  $6.00
04/07/2000,8:00 a.m.,4:00 p.m.,My Sister's Closet of the YMCA of Troy,My Sister's Closet collects donated drycleaned clothing for women who are returning to the work force.,Concourse - Bus Turn,Sin datos
04/06/2000,8:00 a.m.,3:30 p.m.,Internal Revenue Service,Internal Revenue Service Information Booth open every Wednesday and Thursday until April 6th.,South Concourse Kiosk,Sin datos
04/06/2000,10:00 a.m.,3:30 p.m.,Tax Assistance Information Booth,Tax information and assistance provided by members of the Tax Assistance Bureau.  Forms are also available.,North Lobby,Free
04/06/2000,10:30 a.m.,2:00 p.m.,Empire State College Information Day,Information Booth,Concourse - Bus Turn,Sin datos
04/05/2000,10:00 a.m.,2:00 p.m.,Kaplan Test Prep,Kaplan Test Prep Admissions Info Table,Bus Turn,Sin datos
04/05/2000,10:00 a.m.,3:30 p.m.,Tax Assistance Information Booth,Tax information and assistance provided by members of the Tax Assistance Bureau.  Forms are also available.,North Lobby,Free
04/05/2000,9:30 a.m.,2:00 p.m.,Summer Getaway Travel Show 2000,Visit over 50 travel and tourism industry exhibitors at the 21st Annual Summer Getaway Travel Show on the North Concourse of the Empire State Plaza.  Pick up new 2000 brochures from exhibitors that will come from the Lake George area  Lake Placid  Montreal  Cooperstown area  Finger Lakes  Turning Stone  Foxwoods  Mohegan Sun and Atlantic City Casino's.  Come find information on golfing  camping  hiking and other various attractions and resorts.,North Concourse,Free
04/05/2000,8:00 a.m.,3:30 p.m.,Internal Revenue Service,Internal Revenue Service Information Booth open every Wednesday and Thursday until April 6th.,South Concourse Kiosk,Sin datos
04/04/2000,12:00 p.m.,Sin datos,Empire State Plaza Art Collection Spring Video Series,Sin datos,New York State Museum Theater,Free
04/03/2000,12:00 p.m.,1:00 p.m.,Herkimer Steele Band,Performance,South Concourse,Free
04/02/2000,11:00 a.m.,5:00 p.m.,New York State Chocolate Festival,This 8th annual New York State Chocolate Festival will benefit Equinox.  Parking is free.,Empire State Plaza Convention Center,Adults:  $5.00  Children under 12:  $2.00
04/01/2000,10:00 a.m.,6:00 p.m.,New York State Chocolate Festival,This 8th annual New York State Chocolate Festival will benefit Equinox.  Parking is free.,Empire State Plaza Convention Center,Adults:  $5.00  Children under 12:  $2.00
03/31/2000,8:00 a.m.,4:00 p.m.,Corcraft - Prison Industries Display,Information Display of Services,North Lobby,Sin datos
03/31/2000,12:30 p.m.,1:30 p.m.,Granville Jazz Ensemble,Music in Our Schools Month Performance,South Gallery,Free
03/31/2000,11:30 a.m.,12:30 p.m.,Dorothy Nolan Elementary School Grade 4 Chorus,Music in Our Schools Month Performance,South Gallery,Free
03/30/2000,10:00 a.m.,2:00 p.m.,American Cancer Society Daffodil Sale,Daffodil sale to benefit the American Cancer Society,North Lobby  Concourse - Bus Turn and the South Concourse,Sin datos
03/30/2000,11:30 a.m.,12:30 p.m.,Mohawk Symphonic Band,Music in Our Schools Month Performance,South Gallery,Free
03/30/2000,8:00 a.m.,3:30 p.m.,Internal Revenue Service,Internal Revenue Service Information Booth open every Wednesday and Thursday until April 6th.,South Concourse Kiosk,Sin datos
03/30/2000,8:00 a.m.,4:00 p.m.,Corcraft - Prison Industries Display,Information Display of Services,North Lobby,Sin datos
03/29/2000,8:00 a.m.,4:00 p.m.,Corcraft - Prison Industries Display,Information Display of Services,North Lobby,Sin datos
03/29/2000,10:00 a.m.,2:00 p.m.,American Cancer Society Daffodil Sale,Daffodil sale to benefit the American Cancer Society,North Lobby  Concourse - Bus Turn and the South Concourse,Sin datos
03/29/2000,8:00 a.m.,3:30 p.m.,Internal Revenue Service,Internal Revenue Service Information Booth open every Wednesday and Thursday until April 6th.,South Concourse Kiosk,Sin datos
03/29/2000,11:30 a.m.,12:30 p.m.,Piping Rock Singers,Music in Our School Month Performance,South Gallery,Free
03/29/2000,12:30 p.m.,1:30 p.m.,Valley Cottage Elementary School Grade 4 Chorus,Music in Our Schools Month Performance,South Gallery,Free
03/29/2000,10:00 a.m.,2:00 p.m.,Kaplan Test Prep,Kaplan Test Prep Admissions Info Table,Bus Turn,Sin datos
03/28/2000,8:00 a.m.,4:00 p.m.,Corcraft - Prison Industries Display,Information Display of Services,North Lobby,Sin datos
03/28/2000,11:30 a.m.,12:30 p.m.,Van Antwerp Middle School Grade 6 Chorus,Music in Our Schools Month Performance,South Gallery,Free
03/28/2000,10:00 a.m.,2:00 p.m.,American Cancer Society Daffodil Sale,Daffodil sale to benefit the American Cancer Society,North Lobby  Concourse - Bus Turn and the South Concourse,Sin datos
03/28/2000,12:30 p.m.,1:30 p.m.,Cobleskill-Richmondville High School Chorus,Music in Our Schools Month Performance,South Gallery,Free
03/27/2000,12:30 p.m.,1:30 p.m.,Kings Park High School Chamber Singers,Music in Our Schools Month Performance,South Gallery,Free
03/27/2000,11:30 a.m.,12:30 p.m.,Tully Trebles and Knightlights,Music in Our Schools Month Performance,South Gallery,Free
03/27/2000,8:00 a.m.,4:00 p.m.,Corcraft - Prison Industries Display,Information Display of Services,North Lobby,Sin datos
03/24/2000,12:30 p.m.,1:30 p.m.,Nanuet High School Chamber Choir,Music in Our Schools Month Performance,North Lobby,Free
03/24/2000,12:30 p.m.,1:30 p.m.,DeWitt Middle School Grade 6 Choir,Music in Our Schools Month Performance,South Gallery,Free
03/24/2000,11:30 a.m.,12:30 p.m.,Dawnwood Middle School Grade 7 Band,Music in Our Schools Month Performance,South Gallery,Free
03/24/2000,11:30 a.m.,12:30 p.m.,Norwich Middle and High School String Orchestra,Music in Our Schools Month Performance,North Lobby,Free
03/23/2000,8:00 a.m.,3:30 p.m.,Internal Revenue Service,Internal Revenue Service Information Booth open every Wednesday and Thursday until April 6th.,South Concourse Kiosk,Sin datos
03/23/2000,11:30 a.m.,12:30 p.m.,Clayton A. Bouton Middle Level Chorus & High School Band,Music in Our Schools Month Performance,South Gallery,Free
03/23/2000,12:30 p.m.,1:30 p.m.,Case Junior High School Grade 8 Concert Band,Music in Our Schools Month Performance,South Gallery,Free
03/23/2000,11:30 a.m.,12:30 p.m.,Manorhaven Elementary Orchestra,Music in Our Schools Month Performance,North Lobby,Free
03/23/2000,12:30 p.m.,1:30 p.m.,William H. Carr Select Chorus,Music in Our Schools Month Performance,North Lobby,Free
03/22/2000,12:30 p.m.,1:30 p.m.,Gananda High School Band & Chorus,Music in Our Schools Month Performance,South Gallery,Free
03/22/2000,11:30 a.m.,12:30 p.m.,St. Dominic High School Flute Choir,Music in Our Schools Month Performance,North Lobby,Free
03/22/2000,11:30 a.m.,12:30 p.m.,W.T. Clarke Middle School Grade 6 Band & Jazz Ensemble,Music in Our Schools Month Performance,South Gallery,Free
03/22/2000,10:00 a.m.,2:00 p.m.,Kaplan Test Prep,Kaplan Test Prep Admissions Info Table,Bus Turn,Sin datos
03/22/2000,8:00 a.m.,3:30 p.m.,Internal Revenue Service,Internal Revenue Service Information Booth open every Wednesday and Thursday until April 6th.,South Concourse Kiosk,Sin datos
03/22/2000,12:30 p.m.,1:30 p.m.,Rhinebeck High School Choir,Music in Our Schools Month Performance,North Lobby,Free
03/21/2000,11:30 a.m.,12:30 p.m.,Alden Place 6th Grade Band,Music in Our Schools Month Performance,South Gallery,Free
03/21/2000,12:30 p.m.,1:30 p.m.,Liberty Middle School Band & Jazz Ensemble,Music in Our Schools Month Performance,South Gallery,Free
03/20/2000,11:30 a.m.,12:30 p.m.,Beaver River Jazz Ensemble,Music in Our Schools Month Performance,South Gallery,Free
03/20/2000,12:30 p.m.,1:30 p.m.,Sewanhaka High School Jazz Ensemble,Music in Our Schools Month Performance,South Gallery,Free
03/19/2000,10:00 a.m.,6:00 p.m.,The Northeast Great Outdoors Show 2K,Featuring over 150 booths to include the Sportsmen's Center  Marine Center  Kid's Adventure Zone  Wildlife Food Emporium  the Francis W. Davis Memorial Fly Casting Pond  grand-prize camping package give-away  fully stocked trout pond  seminars  door prizes and much much more!,Convention Center,Adults: $6.00  Children 4-12 yrs: $4.00  Age 3 and under: Free
